No.;ClientName;TransactionType;Category1;Description;Price;ContractType;Surface;Area;Address;FormatedLivingArea;Rooms;Baths;Ages;PriceM2;FloorId;AdministrationPrice;Neighborhood;Stratum;Garages;Extras;Latitude;Longitude;Ascesor;Dep¢sito;ModifyDate;Link
95;pilar moya;Venta;Apartamento;Vendo apartamento de 64 x 35 metros piso 201-sala comedor con balc¢n-alcoba principal con ba§o y closet. segunda alcoba con closet. cocina integral-zona lavander°a-ba§o auxiliar-2 garajes-deposito;420000000;Particular;64;64;Cra 51  102A-49;64,00 m2;2;2;1 a 8 a§os;6562500;2;500000;Pasadena;2;2;Interiores$Balc¢n, Ba§o Auxiliar, Calentador, Cit¢fono, Cocina Integral, Cocina tipo Americano, Dep¢sito / Bodega, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Jard°n, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vista panor†mica|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.690770149;-74.06210327;1;VERDADERO;2/2/2021 10:17:29 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6049549.aspx
96;Carlos torres;Venta;Apartamento;Amplio apartamento 3 habitaciones 3 ba§os sala comedor cocina integral estudio dep¢sito 2 parqueaderos Puerta blindada;450000000;Particular;125;125;Carrera 52 # 106- 83;;3;3;9 a 15 a§os;3600000;0;450000;Pasadena;0;2;;4.695881844;-74.06207275;0;FALSO;1/29/2021 10:15:39 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6047476.aspx
97;YB Inmobiliaria;Venta;Apartamento;ESPECTACULAR y AGRADABLE APARTAMENTO de 105 m˝,  6 Piso con 1 ASCENSOR,   Muy ILUMINADO,  con buenos ESPACIOS,  3 Alcobas,  2 Ba§os,  Principal con Vestier y Ba§o,  Sala Comedor con Chimenea y Balc¢n,  Cocina Integral,  Estufa y Calentador a Gas,  2 garajes cubiertos en l°nea,  2 Dep¢sitos. Sal¢n social,  Parqueadero de Visitantes,  Bicicletero. EXCELENTE UBICACI‡N,  Barrio muy RECURSIVO,  Cerca de Cll 100,  Cll 116,  Av. Suba,  Autonorte,  rodeado de parques,  supermercados,  bancos,  almacenes,  PRECIO NEGOCIABLE.;530000000;Professional;105;105;KR 53 106 14;;3;2;9 a 15 a§os;5047619.05;6;638000;Pasadena;6;2;Interiores$Balc¢n, Chimenea, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Jard°n, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.695169926;-74.06256104;1;VERDADERO;1/29/2021 2:47:27 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4973901.aspx
98;Nathaly  Beltran;Venta;Apartamento;Se vende espectacular apartamento, excelente ubicaci¢n, s£per iluminado, opci¢n de venta amoblado. 1 habitaci¢n con vestirÇ y ba§o y  opci¢n de la segunda habitaci¢n. 1 sala comedor con video bem Cortinas elÇctricas  y Black out;510000000;Particular;87;87;Calle 103 50-16;87,00 m2;1;2;1 a 8 a§os;5862068.97;6;477000;Pasadena;6;2;Interiores$Balc¢n, Ba§o Auxiliar, Barra estilo americano, Calentador, Cit¢fono, Cocina Integral, Cocina tipo Americano, Dep¢sito / Bodega, Estudio, Instalaci¢n de gas|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia, Vivienda Multifamiliar|del Sector$Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;0;0;1;VERDADERO;1/28/2021 11:06:30 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6046679.aspx
99;Al Punto;Venta;Apartamento;110 Metros cuadrados  piso 5 sin ascensor  Barrio pasadena  3 Habitaciones closet 2 Ba§os  Habitaci¢n de servicio con ba§o Cocina integral a gas Horno elÇctrico Calentador a gas  Zona de lavander°a  Edificio tiene  Sal¢n comunal Plazoleta Vigilancia 24h  2 Parqueadero propios cubierto y descubierto Chimenea   Si tiene lugar estudio   Si es en conjunto cerrado   Estrato: 5  Valor administraci¢n $550.000 venta: $450000.000 arriendo: $2300.000.;450000000;Professional;110;110;calle 103 a  51 - 49;109,00 m2;3;2;9 a 15 a§os;4090909.09;5;550000;Pasadena;5;2;Interiores$Ba§o Auxiliar, Ba§o de Servicio, Calentador, Cit¢fono, Cocina Integral, Cuarto de Servicio, Cuarto de Servicio, Dep¢sito / Bodega, Estudio, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Vigilancia, Zonas Verdes;4.69141531;-74.06230164;0;VERDADERO;2/12/2021 12:52:57 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6089223.aspx
100;Tu Lugar Ideal;Venta;Apartamento;C¢digo 1249: Tu Lugar Ideal trae espectacular apartamento con 3 alcobas amplias,  la principal con ba§o y vestier,  1 parqueadero cubierto y parqueaderos de visitantes,  sal¢n comunal,  un †rea de 99 Mt2 zona de alta valorizaci¢n,  libre de deuda,  vigilacia 24/7,  chimenea a gas u energ°a,  divisiones en vidrio,  habitaci¢n principal con balc¢n,  vista exterior,  re-modelado,  iluminaci¢n natural,  sala y comedor amplias. Agenda ya,  disponibilidad inmediata .;475000000;Professional;99;99;Av Carrera 54 # 107A - 10;99,00 m2;3;2;9 a 15 a§os;4797979.8;2;520000;Pasadena;2;1;Interiores$Balc¢n, Cableado de Red, Chimenea, Cit¢fono, Closet, Cocina Integral, Cocina tipo Americano, Dep¢sito / Bodega, Despensa, Hall de Alcobas, Shut de basura|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Porter°a / Vigilancia, Sal¢n Comunal, Vigilancia privada 24*7|del Sector$Colegios / Universidades, C¢modas vias de acceso, Parques cercanos, Sobre v°a secundaria, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.697000027;-74.06300354;1;VERDADERO;1/27/2021 10:58:12 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5158192.aspx
101;Homes n Bricks;Venta;Apartamento;Encuentra,  Arrienda o Vende con nosotros. Siempre m†s opciones en www.homesnbricks.com Visitanos!!  El apartamento cuenta con 3 habitaciones,  la principal con ba§o en suite y walk-in closet. Dos habitaciones comparten ba§o y hay un ba§o social. La sala y el comedor se encuentran en ambientes separados. En la sala hay una chimenea de le§a. El piso de las †reas sociales es de madera,  y el de las habitaciones laminado. El apartamento tiene vista hacia una zona verde,  a pesar de ser interior.  La cocina tiene estufa a gas y el horno es elÇctrico. Tiene cuarto y ba§o de servicio,  2 garajes en l°nea y dep¢sito.   El edifico se compone de dos torres independientes,  tiene una terraza com£n al aire libre,  ubicada en el primer piso. Cuenta con vigilancia 24 horas y circuito cerrado de televisi¢n. Existe la facilidad de acceso por m£ltiples v°as y la cercan°a de transmilenio,  supermercados y parques.    .;600000000;Professional;118;118;carrera 53 No. 104 B - 48, apto 207;113,00 m2;3;3;16 a 30 a§os;5084745.76;2;500000;Pasadena;2;2;Interiores$Ba§o Auxiliar, Ba§o Independiente, Calentador, Chimenea, Cit¢fono, Closet, Cocina Equipada, Cocina Integral, Cuarto de Servicio, Dep¢sito / Bodega, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Acceso Pavimentado, Ascensor, Circuito cerrado de TV, Garaje / Parqueadero(s), Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.693300724;-74.06215668;1;VERDADERO;2/12/2021 4:14:34 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6041120.aspx
102;Lida Perez;Venta;Apartamento;Hermoso apartamento interior bien iluminado 2 habitaciones Estudio Balc¢n 3 ba§os 2 parqueaderos independientes Deposito Edificio tiene Gimnasio y terraza Antiguedad 5 a§os Estrato 5 Excelente ubicaci¢n en el sector hay bancos restaurantes comercio en general;565000000;Particular;94;94;Carrera 51  102A 63 Apto 403;94,00 m2;2;3;1 a 8 a§os;6010638.3;4;739000;Pasadena;4;2;Interiores$Balc¢n, Dep¢sito / Bodega, Estudio|Exteriores$Gimnasio, Terraza, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Zona Residencial;4.690983772;-74.06207275;0;VERDADERO;2/15/2021 6:44:45 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6041518.aspx
103;CARLOS RAMIREZ;Venta;Apartamento;Hermoso apartamento ubicado en una de las mejores zonas residenciales de Bogot† (Pasadena). Cuenta con una excelente distribuci¢n con Cocina Integral moderna y bien equipada, zona de lavander°a independiente, sala comedor, dos habitaciones con excelente espacio y dos ba§os. Cuenta con 2 parqueaderos en l°nea y 1 deposito amplio.;450000000;Particular;71;71;Cra 49B 105-21;66,00 m2;2;2;1 a 8 a§os;6338028.17;2;550000;Pasadena;2;2;Interiores$Barra estilo americano, Calentador, Cit¢fono, Cocina Integral, Cocina tipo Americano, Dep¢sito / Bodega, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Loft;4.694109917;-74.06015778;1;VERDADERO;2/1/2021 7:40:44 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6039155.aspx
104;Angela Adriana  Gomez Arenas;Venta;Apartamento;Excelente ubicaci¢n, junto a parque, sala comedor con chimenea, piso en madera maciza, 2 alcobas, ppal con ba§o privado, segunda alcoba con ba§o en hall de alcobas, cocina tipo americano, zona de lavander°a, calentador a gas, 1 garaje cubierto, buenas v°as de acceso, rodeado de parques, zona comercial muy cerca;290000000;Particular;54;54;Carrera 52  106-20;54,00 m2;2;2;16 a 30 a§os;5370370.37;4;440000;Pasadena;4;1;Interiores$Calentador, Chimenea, Cit¢fono, Cocina Integral, Cocina tipo Americano, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.694739819;-74.06157684;1;FALSO;2/8/2021 3:36:28 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6039153.aspx
105;Remax Focus;Venta;Apartamento;VENDO APARTAMENTO DE 116M2 EN ESTORIL / PASADENA . CONSTA DE 3ALCOBAS ,  2 BA•OS ,  BA•O SOCIAL,  CUARTO Y BA•O DE SERVICIO,  AREA SOCIAL CON CHIMENEA,  COMEDOR,  COCINA INTEGRAL CON ESTUFA MIXTA,  HORNO ELECTRICO,  ZONA DE LAVANDERIA Y CALENTADOR A GAS. ESPACIOS AMPLIOS Y CON VENTANALES QUE FAVORECEN LA ENTRADA DE LUZ Y VENTILACION. PISOS EN MARMOL Y LAMINADO. CUENTA CON 2 PARQUEADEROS INDEPENDIENTES Y DEPOSITO. EL EDIFICIO ESTA AUTOMATIZADO,  TIENEN INGRESO A PARQUEADEROS CON PUERTA ELECTRICA TEMPORIZADA,  INGRESO POR LA PUERTA DEL EDIFICIO CON LLAVE Y CLAVE,  ADEMAS CUENTA VIDEO PORTERO,  ASCENSOR,  CAMARAS DE SEGURIDAD Y VIGILANCIA DE 9 HORAS AL DIA DE LUNES A VIERNES.   VALOR ADMINISTRACION SIN DESCUENTO $468.0000 BUENA UBICACI‡N! EXCELENTE OPORTUNIDAD!.;510000000;Professional;116;116;Carrera 47 # 106A - 65;116,00 m2;3;3;M†s de 30 a§os;4396551.72;0;468000;Pasadena;0;2;;4.695000172;-74.05799866;0;FALSO;2/13/2021 4:00:36 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6093525.aspx
106;Gran Urbe Inmobiliaria;Venta;Apartamento;Bell°simo apartamento de 78 mts2. en privilegiada ubicaci¢n de Pasadena. Este magn°fico espacio cuenta con 2 habitaciones y 2 ba§os (la principal con ba§o privado),  sala-comedor,  cocina integral cerrada en l°nea,  espacio independiente para torre de lavadora/secadora y 1 parqueadero. Apartamento con muy buena distribuci¢n,  iluminaci¢n y en buen estado..;327000000;Professional;78;78;Calle 103 B  51 - 41;78,00 m2;2;2;16 a 30 a§os;4192307.69;5;420000;Pasadena;5;1;Interiores$Calentador, Cit¢fono, Cocina Integral, Estudio, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia|del Sector$Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.691592693;-74.06298828;1;FALSO;1/26/2021 12:57:44 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4874700.aspx
107;Gran Urbe Inmobiliaria;Venta;Apartamento;Bell°simo apartamento de 52 mts2. en Pasadena. Este magn°fico espacio cuenta con 2 habitaciones y 2 ba§os (la principal con ba§o privado y walking closet),  sala-comedor con balc¢n,  cocina integral abierta y espacio independiente para torre de lavadora/secadora. 1 Parqueadero. Este apartamento cuenta con muy buena distribuci¢n e iluminaci¢n,  adem†s de estar en un excelente estado..;335000000;Professional;52;52;Calle 106 B  54 - 27;52,00 m2;2;2;1 a 8 a§os;6442307.69;2;405000;Pasadena;2;1;Interiores$Balc¢n, Barra estilo americano, Calentador, Cit¢fono, Cocina Integral, Cocina tipo Americano, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.695919991;-74.06387329;1;FALSO;1/26/2021 12:57:22 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5327362.aspx
108;Gran Urbe Inmobiliaria;Venta;Apartamento;"Moderno apartamento para estrenar de 65 mts2 en Pasadena. El espacio cuenta con 2 habitaciones y 3 ba§os (las dos habitaciones tienen ba§o privado y closet),  sala  comedor con chimenea,  cocina abierta con mes¢n tipo americano,  zona de ropas independiente y balc¢n peque§o. Piso laminado en zonas sociales y habitaciones y porcelanato en cocina,  ba§os y lavander°a. Espacio para peque§o estudio y hall de entrada; 2 Parqueaderos cubiertos y 1 dep¢sito. Edificio terraza,  golfito,  vigilancia 24 hrs..";430000000;Professional;65;65;Carrera 51  102;65,00 m2;2;3;1 a 8 a§os;6615384.62;2;245000;Pasadena;2;2;Interiores$Ba§o Auxiliar, Barra estilo americano, Calentador, Chimenea, Cit¢fono, Cocina Integral, Cocina tipo Americano, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.693436146;-74.06084442;1;VERDADERO;1/26/2021 12:57:19 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5673368.aspx
109;Gran Urbe Inmobiliaria;Venta;Apartamento;Fabuloso apartamento de 100 mts2 en privilegiada ubicaci¢n de Pasadena. El espacio cuenta con 3 habitaciones (Ppal con vestier y ba§o) 3 ba§os,  sala  comedor,  amplia cocina con mes¢n tipo americano,  zona de lavander°a ind/ente y 2 balcones (1 en habitaci¢n ppal) El espacio cuenta con 2 parqueaderos cubiertos en l°nea,  dep¢sito,  encortinado,  piso laminado,  una excelente iluminaci¢n y ventilaci¢n,  y buenas v°as de acceso. El edificio tiene ascensor,  sal¢n de eventos,  gym peque§o y vigilancia 24h.;600000000;Professional;100;100;Carrera 53  103;100,00 m2;3;3;1 a 8 a§os;6000000;2;484000;Pasadena;2;2;Interiores$Balc¢n, Barra estilo americano, Calentador, Cit¢fono, Cocina Integral, Cocina tipo Americano, Dep¢sito / Bodega, Hall de Alcobas, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia, Vista panor†mica|del Sector$Colegios / Universidades, Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.695553303;-74.06227112;1;VERDADERO;1/26/2021 12:52:25 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5977249.aspx
110;Gran Urbe Inmobiliaria;Venta;Apartamento;"Acogedor apartamento de 84, 6 mts2. en Pasadena. El espacio es exterior y muy iluminado. Cuenta con 2 habitaciones con closet y 3 ba§os (habitaciones con ba§os privados  principal con walking closet) sala  comedor con balc¢n,  cocina integral estilo americano y zona para nevec¢n y torre de lavadora y secadora. Piso laminado; Ascensor,  2 parqueaderos independientes y dep¢sito..";535000000;Professional;84;84;Carrera 51  102 a;85,00 m2;2;3;1 a 8 a§os;6323877.07;3;688000;Pasadena;3;2;Interiores$Balc¢n, Barra estilo americano, Calentador, Cit¢fono, Cocina Integral, Cocina tipo Americano, Dep¢sito / Bodega, Instalaci¢n de gas|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.691198826;-74.06101227;1;VERDADERO;1/26/2021 12:52:14 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5977437.aspx
111;RAFAEL DIAZ;Venta;Apartamento;Apartamento duplex,  exterior,  muy iluminado,  cuenta con 3 habitaciones,  2 ba§os,  estudio,  terraza (6 mts),  2 parqueaderos y dep¢sito.   Acutalmente se encuentra arrendado,  excelente oportunidad para invertir. .;450000000;Professional;110;110;Carrera 50 # 103B-33;110,00 m2;3;2;16 a 30 a§os;4090909.09;5;677000;Pasadena;5;2;Interiores$Ba§o Independiente, Calentador, Chimenea, Cocina Integral, Dep¢sito / Bodega, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Acceso Pavimentado, Ascensor, Circuito cerrado de TV, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia, Vista panor†mica|del Sector$Zona Residencial;4.692033291;-74.06136322;1;VERDADERO;1/25/2021 2:50:15 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5721191.aspx
112;Rentahouse Colombia SAS;Venta;Apartamento;Este apartamento te brinda espacios amplios,  iluminados y c¢modos. Los d°as de sol iluminaran tu sala durante las tardes y podr†s acercarte al balc¢n para disfrutar el calor que te ofrece. La cocina es c¢moda,  abierta,  totalmente equipada y con acabados de calidad,  herrajes importados de cierre lento y campana extractora de acero inoxidable cocinar en ella ser† un placer. Las habitaciones           Deposito, Gimnasio, Vigilancia Privada                                    Apartamento Interior.;559000000;Professional;84;84;Pasadena,Bogota,Bogota D.C.;;2;3;9 a 15 a§os;6654761.9;5;416000;Pasadena;5;2;Interiores$Calentador, Cit¢fono, Cocina Integral, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Jard°n, Porter°a / Recepci¢n, Vigilancia, Vista panor†mica|del Sector$Colegios / Universidades, Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.689875126;-74.0612793;1;FALSO;1/24/2021 4:03:25 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5676907.aspx
113;valeria  luque;Venta;Apartamento;Incre°ble duplex remodelado y moderno En el primer piso se encuentra zona de comedor una terraza a la entrada la sala ba§o de invitados y una terraza al fondo perfecta para hacer una zona bbq la cocina y zona de lavado En el segundo piso se encuentran dos cuartos el cuarto principal con un ba§o amplio y una terraza el otro cuarto es sencillo Un apto iluminado tranquilo y amplio perfecto para parejas o personas que quieran vivir solas Sin parqueadero precio negociable;290000000;Particular;51;51;cra 53 #103b-80;51,00 m2;2;2;9 a 15 a§os;5686274.51;0;250000;Pasadena;0;0;Interiores$Balc¢n, Calentador, Cit¢fono|Exteriores$Ascensor, Parqueadero Visitantes, Porter°a / Recepci¢n|del Sector$Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano|#Apartamento#$Duplex;4.692707062;-74.0623703;1;FALSO;2/6/2021 6:00:29 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6032876.aspx
